Change history report
"October 8, 2025 - May 27, 2026"
Date & time,User,Campaign,Ad group,Changes
"May 19, 2026, 6:14:24 PM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"Budget changed
  Budget name changed from ""ET | PMAX | Bid New Customers | Boarding & Day Care | Max Conversions"" to ""ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD""
Campaign changed
  Campaign name changed from ""ET | PMAX | Bid New Customers | Boarding & Day Care | Max Conversions"" to ""ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD"""
"May 19, 2026, 6:14:15 PM",access@embertribe.com,ET | PMax | MOFU_Engaged | Training | Max Conversions | Training | Phone + LeadForm | Rockville MD,,"Budget changed
  Budget name changed from ""ET | PMAX | Dog Training | Max Conversions | All Primary Conversions"" to ""ET | PMax | MOFU_Engaged | Training | Max Conversions | Training | Phone + LeadForm | Rockville MD""
Campaign changed
  Campaign name changed from ""ET | PMAX | Dog Training | Max Conversions | All Primary Conversions"" to ""ET | PMax | MOFU_Engaged | Training | Max Conversions | Training | Phone + LeadForm | Rockville MD"""
"May 19, 2026, 6:13:10 PM",access@embertribe.com,ET | Search | TOFU_NewAudience | Daycare | Target CPA | Daycare | Phone + LeadForm | Rockville MD,,"Budget changed
  Budget name changed from ""Daycare Search Campaign - Exact"" to ""ET | Search | TOFU_NewAudience | Daycare | Target CPA | Daycare | Phone + LeadForm | Rockville MD""
Campaign changed
  Campaign name changed from ""Daycare Search Campaign - Exact"" to ""ET | Search | TOFU_NewAudience | Daycare | Target CPA | Daycare | Phone + LeadForm | Rockville MD"""
"May 19, 2026, 6:12:58 PM",access@embertribe.com,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,,"Budget changed
  Budget name changed from ""Grooming Search Campaign"" to ""ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD""
Campaign changed
  Campaign name changed from ""Grooming Search Campaign"" to ""ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD"""
"May 19, 2026, 6:12:51 PM",access@embertribe.com,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,,"Budget changed
  Budget name changed from ""Dog Training 2025"" to ""ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD""
Campaign changed
  Campaign name changed from ""Dog Training 2025"" to ""ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD"""
"May 19, 2026, 6:12:34 PM",access@embertribe.com,ET | Search | TOFU_NewAudience | Boarding | Target CPA | Pet_Boarding | Phone + LeadForm | Montgomery County MD,,"Budget changed
  Budget name changed from ""Boarding Search Campaign - Exact"" to ""ET | Search | TOFU_NewAudience | Boarding | Target CPA | Pet_Boarding | Phone + LeadForm | Montgomery County MD""
Campaign changed
  Campaign name changed from ""Boarding Search Campaign - Exact"" to ""ET | Search | TOFU_NewAudience | Boarding | Target CPA | Pet_Boarding | Phone + LeadForm | Montgomery County MD"""
"May 19, 2026, 6:12:20 PM",access@embertribe.com,ET | Search | BOFU | Branded | Target ROAS | Business Term | Phone + LeadForm | Rockville MD,,"Budget changed
  Budget name changed from ""Brand Search Campaign"" to ""ET | Search | BOFU | Branded | Target ROAS | Business Term | Phone + LeadForm | Rockville MD""
Campaign changed
  Campaign name changed from ""Brand Search Campaign"" to ""ET | Search | BOFU | Branded | Target ROAS | Business Term | Phone + LeadForm | Rockville MD"""
"May 19, 2026, 3:59:56 PM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"1 budget amount increased
  ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD: Budget amount changed from $25.71 to $110.00"
"May 18, 2026, 11:31:15 AM",access@embertribe.com,,,"Asset created
  Final URL is ""https://dogizone.etailpet.com/products/shop/""
  Discount modifier is ""None""
  Language is ""en""
  Occasion is ""None""
  Percent off is ""20,000%""
  Promotion target is ""All Travel Gear""
  Redemption end date is ""May 31, 2026, 12:00:00 AM PDT""
  Status is ""Enabled""
Customer asset created
  Status is Enabled
  Extension type is Promotion
  Item id is 362167500352"
"May 18, 2026, 11:29:08 AM",access@embertribe.com,,,"Customer asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 362082295190
Asset created
  Final URL is ""https://www.dogizone.com/dog-boarding/""
  Description 1 is ""Book your Dog Spot now!""
  Description 2 is ""Boarding suites for any dog!""
  End time millis is ""May 31, 2026, 11:59:59 PM EDT""
  Link text is ""Memorial Day Weekend""
  Status is ""Enabled""
Asset created
  Final URL is ""https://dogizone.etailpet.com/products/shop/""
  Description 1 is ""Visit us every Saturday""
  Description 2 is ""For free samples of dog treats""
  End time millis is ""May 31, 2026, 11:59:59 PM EDT""
  Link text is ""Sample Saturdays!""
  Status is ""Enabled""
Customer asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 362082295187"
"Apr 10, 2026, 11:49:55 AM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"Option to only bid for new customers turned off
  "
"Mar 26, 2026, 12:35:46 PM",access@embertribe.com,ET | PMax | MOFU_Engaged | Training | Max Conversions | Training | Phone + LeadForm | Rockville MD,,"3 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 343432494682
3 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 343478894244
3 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 343478892279"
"Mar 26, 2026, 12:35:15 PM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"3 assets in asset group ""ET | Boarding Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 343340317334
3 assets in asset group ""ET | Boarding Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 343432494964
3 assets in asset group ""ET | Boarding Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 343432484863"
"Mar 26, 2026, 12:34:46 PM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"3 assets in asset group ""ET | Daycare Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 343340317334
3 assets in asset group ""ET | Daycare Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 343432484863
3 assets in asset group ""ET | Daycare Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 343432494964"
"Mar 24, 2026, 11:40:23 AM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"2 assets in asset group ""ET | Daycare Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 342759755618
2 assets in asset group ""ET | Daycare Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 342896267970"
"Mar 24, 2026, 11:40:01 AM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"2 assets in asset group ""ET | Boarding Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 342759755618
2 assets in asset group ""ET | Boarding Signals | New Customers | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 342896267970"
"Mar 24, 2026, 11:39:31 AM",access@embertribe.com,ET | PMax | MOFU_Engaged | Training | Max Conversions | Training | Phone + LeadForm | Rockville MD,,"1 asset in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Youtube video
  Asset ID is 342759794933"
"Feb 20, 2026, 10:38:43 AM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"Campaign changed
  Target CPA was $30.00"
"Feb 20, 2026, 10:38:27 AM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"Campaign changed
  Target CPA is $30.00"
"Feb 19, 2026, 6:56:20 AM",access@embertribe.com,ET | PMax | TOFU_MOFU | New Customers | Boarding + Daycare | Max Conversions | Phone + LeadForm | Rockville MD,,"1 proximity target added
  15 Mile(s) around 39.105646,-77.146944"
"Feb 19, 2026, 6:54:45 AM",access@embertribe.com,ET | PMax | MOFU_Engaged | Training | Max Conversions | Training | Phone + LeadForm | Rockville MD,,"Campaign changed
  Location options (advanced): Targeting changed from ""people in, searching for, or viewing pages about my targeted location"" to ""people in my targeted location"""
"Feb 19, 2026, 6:53:49 AM",access@embertribe.com,ET | PMax | MOFU_Engaged | Training | Max Conversions | Training | Phone + LeadForm | Rockville MD,,"Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 23831332224
Campaign asset created
  Status is Enabled
  Extension type is Business name
  Item id is 10334441893
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 23831332230
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 23831332215
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 23831332203
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 23831332209
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 333077007099
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 23807705135
Campaign asset created
  Status is Enabled
  Extension type is Logo
  Item id is 975082325
Campaign asset created
  Status is Enabled
  Extension type is Logo
  Item id is 12173097568
Budget set to ""ET | PMax | MOFU_Engaged | Training | Max Conversions | Training | Phone + LeadForm | Rockville MD""
  
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 333077007096
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 333077007087
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 333077007090
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 23831332191
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 23831332236
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 23831332188
Campaign asset created
  Status is Enabled
  Extension type is Callout
  Item id is 333077007093
Campaign asset created
  Status is Enabled
  Extension type is Structured snippet
  Item id is 332924617492
Campaign asset created
  Status is Enabled
  Extension type is Sitelink
  Item id is 23831332206
Campaign created
  Bid strategy type is ""Maximize conversions""
  Location options (advanced): Exclude is ""people in or regularly in your targeted locations""
  Location options (advanced): Targeting is ""people in, searching for, or viewing pages about my targeted location""
  Contains EU political advertising is false
  Final URL expansion is On: Send traffic to the most relevant URLs on your site
  Marketing objective is Leads
  End time is ""No end date""
  Start time is Feb 19, 2026, 6:53:48 AM EST
  Status is active
  Brand guidelines support is enabled
  Not targeting ""Google TV Network""
  Ad rotation is ""Optimize: Prefer best performing ads""
  Opted into ""Google Search Network""
  Opted into ""Display Network""
  Campaign ""ET | PMAX | Dog Training | Max Conversions | All Primary Conversions"" created
  Conversion action set is ""(151700954)0|16/1,16/4,18/1,19/1""
  Campaign dynamic asset settings: Generate image extraction is Opted in
  Campaign dynamic asset settings: Final URL expansion text asset automation is Opted in
Account-default goals not used
  
Standard goals changed
  Phone call leads (Website) added
  Phone call leads (Call from Ads) added
  Submit lead forms (Website) added
  Book appointments (Website) added
1 language added
  English
1 proximity target added
  20 Mile(s) around 39.105646,-77.146944
4 platforms added
  Desktop
  Mobile Highend
  Tablet: With bid adjustment set to -100%
  Connected TV: With bid adjustment set to -100%
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Portrait marketing image
  Asset ID is 333029893897
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112804
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112807
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Portrait marketing image
  Asset ID is 332948966072
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Portrait marketing image
  Asset ID is 332948891891
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Description
  Asset ID is 332950112819
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Square marketing image
  Asset ID is 332948618402
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112786
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Landscape marketing image
  Asset ID is 333029651074
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Long headline
  Asset ID is 332950112828
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Square marketing image
  Asset ID is 332948900849
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Square marketing image
  Asset ID is 333029847529
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Long headline
  Asset ID is 332950112834
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Portrait marketing image
  Asset ID is 333029605345
1 asset group hint(s) added
  Parameters is ""339805577""
  Type is ""Audience persona""
  Criterion ID is 2465342074262
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Square marketing image
  Asset ID is 333030891277
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 11636999142
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Description
  Asset ID is 332950112816
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Portrait marketing image
  Asset ID is 333029972338
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Description
  Asset ID is 332950112825
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112801
18 asset group hint(s) added
  Parameters is ""dog training near me""
  Type is ""Search theme""
  Criterion ID is 2226017517590
  Parameters is ""professional dog trainers""
  Type is ""Search theme""
  Criterion ID is 2239359769859
  Parameters is ""dog training classes rockville""
  Type is ""Search theme""
  Criterion ID is 2468818468480
  Parameters is ""positive reinforcement training""
  Type is ""Search theme""
  Criterion ID is 2281771844779
  Parameters is ""dog training rockville md""
  Type is ""Search theme""
  Criterion ID is 2468818468040
  Parameters is ""advanced dog training""
  Type is ""Search theme""
  Criterion ID is 2295036621961
  Parameters is ""behavior training for dogs""
  Type is ""Search theme""
  Criterion ID is 2281746709812
  Parameters is ""custom dog training programs""
  Type is ""Search theme""
  Criterion ID is 2468818468280
  Parameters is ""certified dog trainer rockville""
  Type is ""Search theme""
  Criterion ID is 2468818468240
  Parameters is ""dog training moco""
  Type is ""Search theme""
  Criterion ID is 2468818468440
  Parameters is ""dog obedience training""
  Type is ""Search theme""
  Criterion ID is 2223570116780
  Parameters is ""group dog training classes""
  Type is ""Search theme""
  Criterion ID is 2270238120896
  Parameters is ""dog socialization training""
  Type is ""Search theme""
  Criterion ID is 2227443950067
  Parameters is ""puppy training near me""
  Type is ""Search theme""
  Criterion ID is 2228705852093
  Parameters is ""puppy obedience classes""
  Type is ""Search theme""
  Criterion ID is 2266169028402
  Parameters is ""rockville dog training""
  Type is ""Search theme""
  Criterion ID is 2468818468200
  Parameters is ""dog training camps""
  Type is ""Search theme""
  Criterion ID is 2384747722949
  Parameters is ""private dog training""
  Type is ""Search theme""
  Criterion ID is 2227789722456
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 15296828616
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Landscape marketing image
  Asset ID is 333029842411
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112798
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 38454856656
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Description
  Asset ID is 332950112813
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Long headline
  Asset ID is 332950112831
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Portrait marketing image
  Asset ID is 333029658094
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Portrait marketing image
  Asset ID is 333076344303
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112795
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Description
  Asset ID is 332950112822
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Square marketing image
  Asset ID is 333029791183
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Long headline
  Asset ID is 332950112840
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Long headline
  Asset ID is 332950112837
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Portrait marketing image
  Asset ID is 333076489806
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Square marketing image
  Asset ID is 332948743415
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 38419936654
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Landscape marketing image
  Asset ID is 333076471572
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Landscape marketing image
  Asset ID is 332948751452
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112783
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112792
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Landscape marketing image
  Asset ID is 333029602645
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112789
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Square marketing image
  Asset ID is 333029650990
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 332950112810
Asset group created
  Asset group name is Evergreen Dog Training
  Status is enabled
  Landing page set to ""https://www.dogizone.com/dog-training/""
45 assets in asset group ""ET | Dog Training Signals | Max Conversions"" created
  Field type is Headline
  Asset ID is 194032134640"
"Feb 19, 2026, 6:53:20 AM",access@embertribe.com,,,"Budget created
  Budget delivery method set to ""standard: show ads evenly over time""
  End date is ""No end date""
  Budget status is active
  Unit type is Currency
  ET | PMax | MOFU_Engaged | Training | Max Conversions | Training | Phone + LeadForm | Rockville MD: Budget amount is $20.00
  Budget ""ET | PMAX | Dog Training | Max Conversions | All Primary Conversions"" created"
"Feb 19, 2026, 6:45:06 AM",access@embertribe.com,,,"Asset created
  Callout text is ""Puppy Programs""
  Status is ""Enabled""
Asset created
  Callout text is ""Private Lessons""
  Status is ""Enabled""
Asset created
  Callout text is ""Certified Trainers""
  Status is ""Enabled""
Asset created
  Callout text is ""Positive Reinforcement""
  Status is ""Enabled""
Asset created
  Callout text is ""Training Camps""
  Status is ""Enabled"""
"Feb 19, 2026, 6:29:44 AM",access@embertribe.com,ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD,,"1 budget amount decreased
  ET | Search | TOFU_NewAudience | Grooming | Target CPA | Grooming | Phone + LeadForm | Rockville MD: Budget amount changed from $47.00 to $42.29"
"Feb 19, 2026, 6:29:17 AM",access@embertribe.com,ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD,,"1 budget amount decreased
  ET | Search | TOFU_NewAudience | Training | Max Conversions | Training | Phone + LeadForm | Montgomery County MD: Budget amount changed from $80.00 to $59.40"
"Feb 19, 2026, 6:28:53 AM",access@embertribe.com,ET | Search | TOFU_NewAudience | Daycare | Target CPA | Daycare | Phone + LeadForm | Rockville MD,,"1 budget amount decreased
  ET | Search | TOFU_NewAudience | Daycare | Target CPA | Daycare | Phone + LeadForm | Rockville MD: Budget amount changed from $80.00 to $50.86"
"Feb 19, 2026, 6:28:31 AM",access@embertribe.com,ET | Search | TOFU_NewAudience | Boarding | Target CPA | Pet_Boarding | Phone + LeadForm | Montgomery County MD,,"1 budget amount decreased
  ET | Search | TOFU_NewAudience | Boarding | Target CPA | Pet_Boarding | Phone + LeadForm | Montgomery County MD: Budget amount changed from $105.00 to $82.29"
